order_id,customer_id,order_date,status,region_code
104,345,2025-11-20 08:51:27,RETURNED,SOUTH
105,244,2026-06-18 17:41:24,RETURNED,EAST
106,94,2025-06-13 13:35:21,SHIPPED,WEST
107,378,2025-10-30 17:13:56,DELIVERED,SOUTH
108,118,2025-06-01 02:47:09,RETURNED,EAST
109,80,2026-06-03 00:52:27,PLACED,WEST
111,191,2025-04-17 10:46:55,RETURNED,EAST
112,252,2025-03-26 10:19:19,RETURNED,EAST
113,204,2025-11-29 10:49:01,PLACED,WEST
114,245,2026-01-10 00:00:00,DELIVERED,WEST
115,441,2025-10-25 15:49:25,PLACED,WEST
116,162,2025-05-25 00:00:00,SHIPPED,WEST
117,298,2026-05-19 21:05:29,DELIVERED,SOUTH
118,281,2026-03-02 22:10:01,RETURNED,EAST
119,188,2026-06-26 04:34:01,CANCELLED,EAST
120,187,2026-02-06 18:14:59,SHIPPED,SOUTH
121,295,2025-08-24 23:17:58,DELIVERED,SOUTH
122,285,2025-07-04 08:44:58,SHIPPED,SOUTH
123,243,2024-12-09 15:50:44,CANCELLED,SOUTH
124,458,2026-04-25 10:08:13,DELIVERED,WEST
125,154,2024-11-08 18:38:40,PLACED,WEST
126,51,2025-01-27 19:52:34,DELIVERED,WEST
127,430,2025-02-09 06:15:34,DELIVERED,EAST
128,185,2026-02-03 19:46:13,DELIVERED,EAST
129,11,2026-02-08 02:34:55,RETURNED,SOUTH
130,296,2025-01-10 06:08:35,SHIPPED,EAST
131,182,2025-05-26 11:19:03,CANCELLED,NORTH
132,196,2024-10-18 05:42:24,SHIPPED,SOUTH
133,328,2026-06-24 17:55:18,RETURNED,WEST
134,435,2025-07-21 02:10:16,DELIVERED,SOUTH
135,161,2024-09-17 18:08:48,DELIVERED,WEST
136,139,2026-02-23 14:08:40,DELIVERED,WEST
137,212,2025-08-27 04:43:11,SHIPPED,SOUTH
138,339,2026-08-07 00:08:22,PLACED,SOUTH
139,86,2024-10-24 08:31:40,CANCELLED,NORTH
140,14,2025-11-03 22:46:32,PLACED,NORTH
141,135,2024-10-10 00:36:34,CANCELLED,EAST
142,118,2026-06-20 22:41:10,SHIPPED,SOUTH
143,270,2025-05-21 00:00:00,DELIVERED,EAST
144,443,2025-01-23 23:27:48,RETURNED,EAST
145,281,2026-01-30 05:38:07,RETURNED,SOUTH
146,303,2025-06-29 03:46:51,RETURNED,WEST
147,269,2024-11-09 18:41:39,DELIVERED,WEST
148,277,2025-08-29 05:05:55,DELIVERED,EAST
149,212,2024-12-12 01:31:20,PLACED,SOUTH
150,177,2024-09-04 02:49:30,CANCELLED,WEST
153,203,2026-05-02 17:57:57,CANCELLED,WEST
154,113,2025-07-16 17:07:00,SHIPPED,EAST
155,146,2026-05-07 14:40:31,DELIVERED,WEST
156,97,2026-06-23 07:58:45,DELIVERED,NORTH
157,327,2025-09-14 03:20:14,RETURNED,WEST
158,97,2024-11-16 03:16:28,RETURNED,NORTH
159,96,2026-07-03 06:54:30,SHIPPED,WEST
161,112,2025-10-15 00:40:09,CANCELLED,EAST
162,238,2025-07-08 00:00:00,PLACED,SOUTH
163,29,2026-02-07 12:03:49,RETURNED,WEST
164,93,2026-05-12 06:47:50,CANCELLED,NORTH
165,63,2025-06-23 04:19:10,CANCELLED,WEST
166,127,2025-11-19 00:00:00,CANCELLED,NORTH
167,267,2025-09-03 08:33:07,CANCELLED,EAST
168,480,2026-06-04 09:18:33,PLACED,NORTH
169,130,2025-07-27 06:35:27,DELIVERED,NORTH
170,443,2025-01-22 08:24:42,SHIPPED,WEST
172,203,2025-03-22 00:00:00,PLACED,WEST
173,353,2025-06-06 13:03:51,PLACED,SOUTH
174,81,2024-12-01 04:28:12,DELIVERED,NORTH
175,31,2024-08-17 03:33:52,RETURNED,NORTH
176,65,2025-08-26 17:02:02,RETURNED,EAST
177,413,2026-02-14 08:32:30,PLACED,WEST
178,184,2024-11-17 00:03:32,PLACED,WEST
179,362,2025-03-06 21:52:59,CANCELLED,SOUTH
180,291,2025-09-04 07:36:06,CANCELLED,EAST
181,445,2025-12-24 20:09:28,RETURNED,SOUTH
182,36,2025-08-03 18:48:52,DELIVERED,EAST
185,165,2026-02-19 21:21:22,RETURNED,WEST
186,98,2026-03-15 08:02:25,RETURNED,SOUTH
187,314,2025-10-19 12:53:17,DELIVERED,NORTH
188,50,2026-03-14 11:02:53,SHIPPED,SOUTH
190,17,2024-12-25 04:26:27,CANCELLED,EAST
191,26,2026-05-15 20:08:49,PLACED,NORTH
192,477,2025-06-24 17:38:38,PLACED,WEST
193,411,2025-02-07 23:33:49,CANCELLED,EAST
194,407,2026-01-13 16:27:16,DELIVERED,NORTH
195,376,2025-11-24 07:42:20,SHIPPED,NORTH
196,52,2026-04-06 14:05:13,SHIPPED,SOUTH
197,270,2025-01-17 13:49:31,SHIPPED,WEST
198,383,2024-10-06 07:10:19,DELIVERED,WEST
199,360,2025-11-09 05:22:04,SHIPPED,SOUTH
200,282,2025-08-21 19:27:52,SHIPPED,WEST
201,478,2026-03-16 19:00:12,DELIVERED,EAST
202,212,2025-10-31 09:07:02,DELIVERED,SOUTH
203,289,2025-12-29 08:03:26,RETURNED,EAST
204,185,2025-02-24 00:42:49,CANCELLED,NORTH
206,456,2025-09-02 00:17:47,SHIPPED,SOUTH
207,439,2025-02-21 19:21:49,DELIVERED,SOUTH
209,188,2024-09-28 10:46:55,DELIVERED,EAST
210,48,2024-11-17 05:43:55,SHIPPED,NORTH
211,371,2024-10-29 01:13:10,CANCELLED,NORTH
212,305,2025-07-08 00:00:00,RETURNED,WEST
213,41,2025-07-06 04:12:10,DELIVERED,EAST
214,451,2026-01-03 02:51:15,PLACED,SOUTH
215,383,2025-08-03 19:56:34,PLACED,WEST
216,28,2025-03-31 00:00:00,RETURNED,SOUTH
217,168,2024-11-28 13:54:48,PLACED,WEST
218,498,2026-07-18 19:06:15,RETURNED,NORTH
219,114,2024-08-25 14:29:35,SHIPPED,SOUTH
220,173,2026-07-20 16:58:24,PLACED,WEST
221,135,2025-03-03 12:24:05,SHIPPED,SOUTH
222,247,2024-11-08 18:37:56,RETURNED,SOUTH
223,288,2025-06-25 16:36:54,SHIPPED,SOUTH
224,37,2024-08-15 10:20:06,RETURNED,NORTH
225,58,2024-10-14 07:47:42,DELIVERED,SOUTH
226,165,2024-08-20 04:39:14,DELIVERED,SOUTH
227,180,2025-01-15 02:08:32,CANCELLED,SOUTH
229,80,2026-03-06 09:27:52,PLACED,NORTH
230,125,2025-08-08 12:08:24,DELIVERED,NORTH
231,176,2025-05-07 17:39:37,CANCELLED,WEST
232,12,2025-12-31 12:49:53,SHIPPED,SOUTH
233,280,2024-09-01 14:54:17,CANCELLED,SOUTH
234,356,2024-10-07 00:00:00,RETURNED,NORTH
235,131,2026-02-08 17:07:50,RETURNED,EAST
236,28,2024-11-24 03:38:47,PLACED,WEST
237,339,2025-02-20 02:43:04,DELIVERED,NORTH
238,10,2025-05-23 02:15:18,CANCELLED,SOUTH
239,195,2025-09-10 05:29:07,DELIVERED,WEST
240,444,2024-12-20 02:17:40,SHIPPED,WEST
241,288,2026-05-25 00:00:00,SHIPPED,EAST
243,351,2025-05-15 04:08:13,SHIPPED,EAST
244,416,2024-08-18 15:40:25,CANCELLED,NORTH
245,484,2026-07-22 08:41:53,SHIPPED,EAST
246,460,2026-01-13 11:58:33,CANCELLED,SOUTH
247,214,2025-05-17 12:35:49,DELIVERED,EAST
248,230,2026-07-22 15:14:59,SHIPPED,SOUTH
249,442,2025-02-05 23:38:02,RETURNED,SOUTH
250,221,2026-08-05 22:13:20,SHIPPED,SOUTH
251,163,2025-01-01 22:25:51,PLACED,SOUTH
252,163,2026-01-28 13:49:51,PLACED,EAST
253,451,2024-10-17 01:46:19,DELIVERED,WEST
254,382,2025-12-08 22:38:07,DELIVERED,SOUTH
255,399,2025-01-08 16:54:00,PLACED,EAST
256,311,2025-05-20 16:25:19,SHIPPED,SOUTH
258,258,2026-06-24 07:46:52,DELIVERED,SOUTH
259,437,2024-12-03 07:12:16,SHIPPED,SOUTH
261,487,2026-02-04 10:39:31,SHIPPED,SOUTH
262,34,2025-09-14 21:28:36,CANCELLED,WEST
263,353,2024-11-06 15:49:52,SHIPPED,WEST
264,208,2025-07-26 23:11:28,CANCELLED,EAST
265,202,2025-03-15 17:09:09,RETURNED,NORTH
266,267,2025-04-29 17:19:55,PLACED,SOUTH
267,266,2024-09-16 11:40:41,PLACED,WEST
268,265,2025-12-09 10:40:40,SHIPPED,EAST
269,226,2026-07-21 09:28:43,DELIVERED,WEST
270,86,2025-01-28 19:20:41,PLACED,SOUTH
271,238,2025-06-22 14:01:07,RETURNED,NORTH
272,93,2024-08-20 10:39:53,RETURNED,SOUTH
273,202,2026-03-12 17:22:34,SHIPPED,WEST
274,303,2025-10-10 13:07:46,CANCELLED,NORTH
275,129,2025-05-25 13:37:34,SHIPPED,NORTH
276,47,2025-02-03 00:13:49,DELIVERED,NORTH
277,269,2026-07-18 03:39:14,RETURNED,SOUTH
278,194,2025-10-07 00:00:00,SHIPPED,EAST
279,290,2025-12-27 00:25:38,SHIPPED,SOUTH
280,92,2025-12-25 07:19:04,DELIVERED,EAST
281,374,2024-11-30 15:44:57,SHIPPED,NORTH
282,461,2026-02-23 11:44:52,RETURNED,EAST
283,7,2025-02-07 02:59:03,RETURNED,NORTH
284,312,2025-08-09 14:50:54,RETURNED,WEST
285,233,2025-12-23 12:09:26,RETURNED,NORTH
286,126,2025-04-13 15:33:31,RETURNED,SOUTH
287,26,2026-07-18 17:58:23,DELIVERED,NORTH
288,75,2026-02-15 06:44:57,RETURNED,EAST
289,170,2024-09-22 00:00:00,CANCELLED,SOUTH
290,83,2025-04-26 03:16:12,RETURNED,SOUTH
291,495,2024-11-29 20:55:44,PLACED,NORTH
292,394,2025-09-05 05:35:38,CANCELLED,NORTH
293,389,2024-10-26 21:14:38,DELIVERED,WEST
294,69,2025-07-31 19:07:56,DELIVERED,WEST
295,269,2025-03-28 19:25:51,PLACED,NORTH
296,293,2025-09-21 07:14:13,PLACED,WEST
297,371,2025-11-23 08:07:43,DELIVERED,WEST
298,312,2025-04-20 03:30:46,RETURNED,EAST
299,475,2026-05-22 21:02:36,RETURNED,WEST
300,253,2026-01-27 00:25:10,SHIPPED,EAST
302,410,2025-05-12 09:22:07,PLACED,EAST
303,180,2026-01-20 14:19:23,PLACED,SOUTH
304,354,2025-02-08 13:35:28,DELIVERED,EAST
305,260,2024-09-07 06:47:57,PLACED,EAST
307,100,2025-09-21 19:03:33,CANCELLED,WEST
309,457,2025-08-02 10:33:45,CANCELLED,WEST
310,476,2025-09-27 09:38:52,DELIVERED,EAST
311,285,2025-09-10 12:59:58,DELIVERED,EAST
312,34,2025-04-02 21:07:21,PLACED,EAST
313,193,2025-07-17 14:10:35,RETURNED,WEST
314,96,2026-05-05 05:56:09,DELIVERED,EAST
316,191,2026-04-30 01:26:41,SHIPPED,EAST
317,90,2024-12-04 13:34:07,SHIPPED,NORTH
318,228,2025-09-01 10:09:05,RETURNED,SOUTH
319,98,2025-07-03 16:53:35,RETURNED,EAST
320,398,2026-03-31 00:09:27,PLACED,SOUTH
321,106,2025-09-09 01:40:50,RETURNED,NORTH
322,3,2025-07-07 00:00:00,RETURNED,NORTH
324,12,2025-08-14 00:42:47,SHIPPED,EAST
325,103,2026-01-27 08:38:25,DELIVERED,WEST
326,344,2026-05-16 09:39:05,DELIVERED,NORTH
327,8,2025-11-05 03:23:40,PLACED,SOUTH
328,278,2025-05-02 09:17:47,SHIPPED,EAST
329,294,2025-11-05 11:30:23,RETURNED,EAST
330,277,2025-03-31 16:45:35,CANCELLED,NORTH
331,55,2024-09-24 16:58:56,CANCELLED,SOUTH
332,361,2026-07-16 22:20:42,CANCELLED,EAST
333,160,2026-03-30 17:41:30,RETURNED,NORTH
334,499,2024-12-26 03:12:18,RETURNED,SOUTH
335,48,2025-12-21 12:27:48,CANCELLED,NORTH
336,234,2026-02-19 18:59:15,CANCELLED,WEST
337,119,2024-11-30 00:39:52,RETURNED,EAST
338,468,2025-03-04 06:11:17,DELIVERED,EAST
339,233,2025-06-04 19:00:04,PLACED,EAST
340,246,2025-04-01 16:04:34,DELIVERED,SOUTH
341,261,2024-10-18 18:01:27,PLACED,EAST
342,285,2025-12-03 17:51:58,RETURNED,WEST
343,206,2024-09-10 09:59:13,SHIPPED,SOUTH
344,499,2026-06-25 11:33:22,SHIPPED,WEST
345,402,2024-12-17 22:18:52,DELIVERED,SOUTH
346,89,2024-09-01 06:46:53,RETURNED,WEST
347,59,2024-10-26 15:20:41,RETURNED,NORTH
348,421,2024-12-27 09:50:09,CANCELLED,NORTH
349,307,2024-09-01 16:18:28,CANCELLED,EAST
350,254,2025-11-21 05:23:13,SHIPPED,SOUTH
351,455,2025-05-20 07:13:58,PLACED,SOUTH
352,339,2025-08-02 07:21:56,CANCELLED,WEST
353,101,2025-11-08 05:39:21,DELIVERED,EAST
354,471,2025-10-14 15:22:38,DELIVERED,NORTH
356,437,2025-01-17 16:06:39,RETURNED,NORTH
357,1,2026-01-15 19:25:20,DELIVERED,NORTH
358,441,2024-08-18 00:00:00,CANCELLED,WEST
359,321,2026-06-13 05:39:07,CANCELLED,WEST
360,280,2025-12-01 10:47:16,SHIPPED,SOUTH
361,285,2026-06-18 14:50:00,CANCELLED,SOUTH
362,148,2026-04-09 06:05:30,SHIPPED,NORTH
363,37,2025-07-17 08:17:35,CANCELLED,WEST
364,500,2025-11-19 03:41:10,CANCELLED,WEST
365,458,2025-04-30 02:05:14,CANCELLED,SOUTH
366,233,2026-02-03 12:47:40,CANCELLED,WEST
367,182,2026-05-21 21:06:25,PLACED,WEST
368,434,2026-04-01 21:52:45,DELIVERED,WEST
369,475,2026-03-12 14:54:26,PLACED,WEST
370,361,2024-09-21 00:35:34,PLACED,SOUTH
371,374,2025-11-03 02:17:02,DELIVERED,WEST
372,265,2025-08-30 21:02:39,PLACED,SOUTH
373,242,2026-01-27 19:54:21,PLACED,EAST
374,314,2026-04-10 23:47:44,PLACED,WEST
375,233,2024-10-05 08:49:50,DELIVERED,WEST
376,181,2025-01-14 03:33:40,DELIVERED,SOUTH
377,19,2025-08-23 21:52:17,DELIVERED,EAST
378,32,2024-10-22 09:08:06,RETURNED,NORTH
379,337,2025-01-25 04:36:06,RETURNED,NORTH
380,147,2025-05-17 21:56:40,PLACED,EAST
381,130,2024-12-28 12:10:56,DELIVERED,NORTH
382,380,2025-12-02 06:32:55,RETURNED,SOUTH
383,338,2025-09-29 19:57:23,DELIVERED,SOUTH
384,249,2026-07-02 13:40:43,PLACED,EAST
385,44,2025-09-21 08:31:02,SHIPPED,WEST
386,386,2025-09-21 03:34:32,SHIPPED,WEST
387,372,2026-02-05 10:55:08,DELIVERED,NORTH
388,329,2026-02-20 04:37:05,PLACED,SOUTH
389,238,2025-10-04 14:32:32,RETURNED,SOUTH
390,195,2025-12-15 03:23:05,DELIVERED,SOUTH
391,272,2026-01-04 00:00:00,CANCELLED,WEST
392,348,2025-06-17 09:46:43,PLACED,NORTH
393,470,2024-10-24 11:34:41,CANCELLED,EAST
394,172,2026-03-11 07:33:40,DELIVERED,WEST
395,237,2025-09-15 04:14:08,RETURNED,SOUTH
396,267,2025-08-13 02:32:11,SHIPPED,EAST
398,211,2025-09-03 10:35:30,CANCELLED,EAST
399,113,2025-10-21 15:56:22,PLACED,NORTH
400,318,2026-06-22 08:31:44,SHIPPED,NORTH
401,363,2026-05-30 16:26:17,RETURNED,SOUTH
402,193,2025-09-15 06:16:01,RETURNED,SOUTH
404,339,2026-04-18 14:04:48,DELIVERED,WEST
405,355,2025-06-06 15:30:34,DELIVERED,EAST
406,83,2025-11-15 00:10:44,PLACED,WEST
407,199,2026-04-04 22:15:26,DELIVERED,SOUTH
408,226,2025-04-02 17:05:28,SHIPPED,WEST
409,92,2025-02-01 06:44:14,RETURNED,WEST
410,112,2025-09-12 00:09:44,CANCELLED,EAST
412,10,2025-09-15 09:01:33,PLACED,NORTH
413,341,2026-02-04 08:05:42,DELIVERED,WEST
415,224,2025-07-05 21:49:32,PLACED,SOUTH
416,2,2026-07-11 13:41:10,CANCELLED,NORTH
417,291,2024-08-09 13:56:04,DELIVERED,EAST
418,206,2024-09-03 18:11:54,PLACED,EAST
419,274,2025-03-05 05:54:35,CANCELLED,EAST
420,332,2024-08-21 08:18:42,CANCELLED,SOUTH
421,154,2024-11-16 02:45:46,DELIVERED,WEST
422,44,2026-05-21 19:14:52,SHIPPED,SOUTH
423,19,2024-08-14 05:39:59,RETURNED,SOUTH
424,251,2026-07-29 12:26:07,DELIVERED,WEST
425,274,2025-01-13 08:40:31,PLACED,NORTH
426,174,2025-03-27 11:15:45,PLACED,WEST
427,61,2026-02-24 00:28:37,RETURNED,WEST
428,482,2026-06-29 12:49:39,SHIPPED,SOUTH
429,474,2026-04-02 03:19:50,CANCELLED,NORTH
430,242,2026-06-11 19:56:12,SHIPPED,SOUTH
431,8,2025-08-17 00:00:00,DELIVERED,NORTH
432,234,2025-09-30 07:11:09,PLACED,NORTH
433,59,2025-09-30 23:43:45,SHIPPED,NORTH
434,412,2024-10-17 07:30:05,CANCELLED,EAST
435,62,2025-07-11 17:29:14,SHIPPED,EAST
436,429,2024-12-01 11:17:59,PLACED,SOUTH
437,172,2025-02-19 00:09:02,CANCELLED,SOUTH
438,357,2026-05-21 06:59:22,SHIPPED,NORTH
439,69,2025-02-07 22:52:34,RETURNED,WEST
440,399,2025-02-12 14:50:56,PLACED,NORTH
441,4,2025-03-16 19:15:47,RETURNED,EAST
442,214,2025-09-30 04:00:43,CANCELLED,SOUTH
443,106,2025-09-29 03:04:41,CANCELLED,WEST
444,123,2025-01-15 06:30:39,PLACED,SOUTH
445,368,2024-10-04 19:57:56,DELIVERED,EAST
447,317,2025-07-27 22:02:41,RETURNED,SOUTH
448,238,2025-08-01 02:43:56,DELIVERED,NORTH
449,100,2026-05-28 03:45:50,CANCELLED,WEST
450,91,2026-01-04 20:29:48,PLACED,EAST
451,146,2026-03-31 01:51:11,RETURNED,WEST
452,23,2024-10-18 02:22:54,RETURNED,SOUTH
453,81,2025-11-21 14:12:17,PLACED,NORTH
455,215,2026-03-22 21:57:15,DELIVERED,SOUTH
456,399,2025-05-15 03:35:17,SHIPPED,WEST
457,446,2026-03-02 07:13:40,PLACED,WEST
458,300,2026-06-13 20:18:48,SHIPPED,SOUTH
459,476,2025-04-10 16:51:49,DELIVERED,SOUTH
460,235,2026-05-14 02:36:17,DELIVERED,SOUTH
461,172,2025-06-22 16:31:16,PLACED,EAST
462,70,2026-06-19 23:07:58,CANCELLED,SOUTH
463,390,2024-11-05 11:45:49,RETURNED,SOUTH
464,405,2026-02-23 04:36:49,SHIPPED,SOUTH
465,45,2026-02-06 14:26:54,SHIPPED,WEST
466,429,2026-04-21 00:00:00,CANCELLED,SOUTH
467,127,2026-06-18 19:12:23,RETURNED,SOUTH
468,468,2025-11-15 00:00:00,PLACED,NORTH
469,241,2025-11-14 05:49:12,CANCELLED,WEST
470,246,2024-09-17 23:27:00,PLACED,WEST
471,254,2025-08-27 11:44:31,PLACED,WEST
472,487,2025-03-30 16:36:33,SHIPPED,NORTH
473,9,2025-09-26 02:17:12,CANCELLED,NORTH
474,500,2025-04-05 04:21:36,CANCELLED,SOUTH
475,405,2026-01-01 03:27:00,PLACED,NORTH
476,198,2024-11-29 08:17:23,PLACED,EAST
477,219,2025-12-14 12:21:17,RETURNED,SOUTH
478,404,2026-08-07 23:52:11,DELIVERED,NORTH
479,264,2026-07-19 18:18:59,PLACED,NORTH
480,197,2026-02-10 08:56:17,DELIVERED,EAST
481,90,2025-10-03 15:35:49,RETURNED,SOUTH
482,71,2024-10-14 05:47:45,PLACED,WEST
483,378,2025-06-20 22:59:37,SHIPPED,SOUTH
484,165,2026-03-06 20:44:11,CANCELLED,EAST
485,28,2024-11-25 13:23:14,CANCELLED,NORTH
486,241,2025-04-12 00:02:38,RETURNED,EAST
487,232,2025-07-23 00:57:37,PLACED,SOUTH
488,457,2026-02-04 21:00:37,CANCELLED,SOUTH
489,148,2025-09-13 20:26:59,SHIPPED,EAST
490,58,2025-02-17 05:32:43,SHIPPED,NORTH
491,151,2025-05-27 13:17:23,SHIPPED,WEST
492,178,2025-06-22 19:47:40,PLACED,EAST
493,97,2026-01-01 05:14:09,SHIPPED,EAST
494,211,2026-02-17 02:06:01,DELIVERED,WEST
495,304,2025-07-26 17:48:26,RETURNED,WEST
496,235,2025-01-01 03:38:55,DELIVERED,SOUTH
497,405,2025-05-25 05:02:40,DELIVERED,NORTH
498,76,2025-09-30 18:48:01,SHIPPED,SOUTH
499,365,2025-09-23 08:37:34,SHIPPED,SOUTH
500,83,2026-08-07 00:00:00,DELIVERED,SOUTH
