product_id,product_name,category,subcategory,cost_price
184,Quam Pro,Clothing,Kids,1872.75
185,Animi Classic,Electronics,Mobile,1707.78
186,Rem Classic,Books,Fiction,4504.56
187,Dignissimos Plus,Books,Fiction,2863.16
188,Aspernatur Premium,Books,Comics,4100.62
189,Doloremque Pro,Clothing,Kids,412.42
190,Facilis Plus,Electronics,Mobile,3867.96
191,Ducimus Plus,Books,Education,1949.73
192,Quas Classic,Electronics,Accessories,974.52
193,Necessitatibus Classic,Books,Comics,117.02
194,Sapiente Plus,Electronics,Laptop,2706.47
195,Recusandae Plus,Clothing,Men,4693.31
196,Tempore Plus,Electronics,Mobile,4456.3
197,Ad Pro,Clothing,Men,3029.15
198,Ut Pro,Electronics,Mobile,1164.62
199,Id Premium,Electronics,Mobile,2922.94
200,Blanditiis Premium,Home,Kitchen,2654.13
201,Esse Premium,Books,Education,4410.6
202,Occaecati Plus,Clothing,Kids,1787.63
203,Sequi Premium,Books,Comics,1569.45
204,Optio Plus,Clothing,Kids,4301.95
205,Perspiciatis Pro,Clothing,Women,2830.71
206,Dolores Classic,Clothing,Women,487.45
207,Est Pro,Books,Education,352.53
208,Neque Pro,Books,Comics,3832.31
209,Sapiente Classic,Clothing,Women,4789.4
210,Dicta Classic,Electronics,Mobile,4997.9
211,Reprehenderit Classic,Books,Fiction,1675.91
212,Ducimus Plus,Home,Furniture,1381.65
213,Soluta Pro,Books,Education,3831.98
214,Unde Premium,Home,Kitchen,4334.02
215,Quaerat Premium,Clothing,Men,3628.06
216,Fuga Classic,Home,Kitchen,4183.48
217,Doloremque Premium,Books,Comics,4835.89
218,Vitae Classic,Books,Education,785.8
219,Laboriosam Pro,Books,Fiction,464.22
220,Odit Plus,Electronics,Mobile,433.04
221,Saepe Classic,Clothing,Men,3127.39
222,Rerum Plus,Books,Comics,2115.56
223,Atque Premium,Electronics,Accessories,2560.86
224,Eum Pro,Books,Fiction,1280.75
225,Minus Premium,Home,Furniture,4800.56
226,Molestiae Classic,Books,Comics,3451.8
227,Delectus Pro,Electronics,Accessories,2808.24
228,Corrupti Pro,Electronics,Accessories,4242.12
229,Ad Pro,Home,Decor,1225.86
230,Eligendi Pro,Books,Education,1473.83
231,Quasi Premium,Electronics,Mobile,806.54
232,Quae Premium,Books,Fiction,4189.79
233,Vitae Premium,Books,Comics,3973.44
234,Nihil Premium,Electronics,Accessories,4209.51
235,Distinctio Plus,Home,Decor,3207.2
236,Sequi Classic,Books,Education,2216.05
237,Consequatur Premium,Books,Fiction,501.99
238,Dolorum Classic,Clothing,Women,622.1
239,Pariatur Plus,Electronics,Laptop,749.28
240,Sint Plus,Clothing,Women,606.14
241,Sapiente Pro,Electronics,Laptop,4332.22
242,Amet Plus,Electronics,Laptop,4515.57
243,Quibusdam Classic,Clothing,Kids,1417.7
244,Provident Classic,Home,Furniture,2163.4
245,Cumque Premium,Books,Fiction,3162.67
246,Consectetur Pro,Clothing,Women,2038.89
247,Perspiciatis Plus,Books,Education,4311.59
248,Unde Premium,Clothing,Women,2447.15
249,Delectus Premium,Clothing,Women,2505.94
250,Sed Plus,Clothing,Women,1888.58
251,Quis Classic,Clothing,Kids,4769.72
252,A Classic,Books,Comics,3494.89
253,Veritatis Plus,Books,Comics,1338.14
254,Totam Plus,Clothing,Kids,4954.43
255,Non Plus,Books,Comics,4361.21
256,Quasi Pro,Books,Comics,4487.96
257,Nihil Classic,Electronics,Mobile,3270.3
258,Maxime Plus,Electronics,Accessories,4001.53
259,Aperiam Pro,Electronics,Mobile,2642.11
260,Voluptatem Premium,Clothing,Women,2984.09
261,Quia Pro,Clothing,Women,4610.68
262,Nobis Classic,Electronics,Mobile,3942.92
263,Eum Plus,Books,Education,2316.99
264,Perspiciatis Pro,Electronics,Laptop,4260.98
265,Modi Classic,Electronics,Accessories,2628.37
266,Laudantium Plus,Clothing,Women,2084.73
267,Repudiandae Plus,Clothing,Men,4427.18
268,Voluptatem Plus,Books,Comics,1108.34
269,Repellat Pro,Electronics,Accessories,1892.39
270,Consequuntur Pro,Clothing,Women,2685.8
271,Nisi Plus,Home,Decor,1804.83
272,Deleniti Classic,Books,Comics,1557.48
273,Facere Classic,Electronics,Accessories,673.05
274,Perferendis Classic,Home,Decor,775.55
275,Eveniet Classic,Books,Education,4603.89
276,Blanditiis Classic,Clothing,Kids,1641.44
277,Id Pro,Books,Comics,2474.58
278,Sapiente Plus,Clothing,Women,3579.7
279,Quisquam Classic,Books,Education,3829.18
280,Nemo Premium,Home,Kitchen,3925.63
281,Facere Pro,Books,Comics,2761.22
282,Eaque Pro,Home,Decor,1170.86
283,Ab Classic,Books,Fiction,2303.69
284,Voluptatum Plus,Home,Kitchen,4078.26
285,Ab Premium,Clothing,Kids,2198.02
286,Repellat Classic,Clothing,Men,2708.18
287,Quasi Premium,Clothing,Women,4304.28
288,Cumque Plus,Electronics,Mobile,4348.53
289,Quasi Classic,Clothing,Kids,4159.56
290,Ab Classic,Books,Education,2129.7
291,Minus Pro,Books,Fiction,3504.05
292,Ullam Plus,Home,Furniture,3893.26
293,Enim Plus,Electronics,Accessories,4265.52
294,Voluptas Plus,Books,Fiction,1682.04
295,Ipsam Classic,Home,Furniture,1784.32
296,Nemo Pro,Electronics,Mobile,179.78
297,Magni Plus,Clothing,Women,1091.36
298,Corrupti Premium,Clothing,Kids,1442.7
299,Dolor Pro,Home,Furniture,911.07
300,Nobis Premium,Books,Comics,2203.23
301,Totam Pro,Electronics,Accessories,750.23
302,Reprehenderit Plus,Clothing,Kids,4103.83
303,Explicabo Classic,Books,Comics,537.72
304,Facilis Premium,Electronics,Mobile,1975.33
305,Quidem Classic,Clothing,Kids,3090.56
306,Nisi Premium,Clothing,Women,841.73
307,Recusandae Plus,Books,Comics,592.28
308,Maiores Plus,Electronics,Accessories,3976.28
309,Similique Pro,Clothing,Women,3633.78
310,Harum Pro,Home,Decor,1578.08
311,Vero Plus,Clothing,Kids,4499.77
312,Nam Plus,Clothing,Women,3010.26
313,Enim Premium,Electronics,Laptop,2885.06
314,Neque Classic,Home,Decor,3874.8
315,Quod Pro,Electronics,Accessories,4620.64
316,Quos Premium,Books,Comics,2135.62
317,Perspiciatis Classic,Books,Fiction,2605.39
318,Dolorum Premium,Clothing,Men,4189.18
319,Maxime Plus,Electronics,Laptop,383.74
320,Ratione Pro,Electronics,Laptop,1615.52
321,Quos Pro,Clothing,Men,902.78
322,Perspiciatis Premium,Home,Decor,3927.51
323,Explicabo Pro,Home,Decor,4054.83
324,Inventore Pro,Home,Decor,3174.91
325,Repellat Premium,Books,Education,917.72
326,Laborum Pro,Clothing,Women,665.13
327,Voluptatibus Pro,Electronics,Mobile,1976.6
328,Nam Pro,Clothing,Men,3729.26
329,Deserunt Premium,Books,Fiction,1667.68
330,Unde Premium,Electronics,Accessories,358.09
331,Cumque Pro,Clothing,Kids,2378.96
332,Eum Premium,Home,Furniture,1907.7
333,Occaecati Premium,Home,Decor,1904.54
334,Voluptates Classic,Books,Fiction,217.16
335,Dolorem Pro,Home,Decor,3320.79
336,Consequuntur Classic,Home,Kitchen,2510.94
337,Error Premium,Electronics,Mobile,4496.71
338,Quaerat Premium,Books,Comics,2945.78
339,Natus Plus,Clothing,Kids,2231.42
340,Labore Premium,Clothing,Men,4024.0
341,Quo Plus,Home,Furniture,1093.29
342,Sint Pro,Electronics,Mobile,2091.91
343,Voluptatem Plus,Home,Kitchen,687.58
344,Vitae Premium,Clothing,Kids,297.62
345,Voluptatibus Pro,Home,Kitchen,2041.6
346,Asperiores Premium,Electronics,Accessories,252.3
347,Dolorem Classic,Books,Education,3989.67
348,Molestias Pro,Electronics,Mobile,740.5
349,Tempora Pro,Books,Education,4082.46
350,Ab Classic,Electronics,Mobile,731.08
351,Consectetur Pro,Home,Kitchen,4628.25
352,Dignissimos Plus,Books,Comics,2190.65
353,Optio Classic,Home,Kitchen,828.29
354,Sapiente Premium,Clothing,Kids,2447.25
355,Nostrum Plus,Electronics,Laptop,4434.8
356,Commodi Pro,Clothing,Kids,1859.65
357,At Premium,Books,Education,1662.5
358,Fuga Premium,Clothing,Men,2694.22
359,Est Pro,Clothing,Men,2715.08
360,Maxime Plus,Electronics,Mobile,4241.58
361,Beatae Premium,Clothing,Men,4578.5
362,Sequi Premium,Electronics,Accessories,2859.23
363,Amet Premium,Clothing,Women,375.22
364,Molestiae Plus,Clothing,Men,1087.18
365,Natus Classic,Clothing,Women,1685.59
366,Sint Classic,Electronics,Mobile,4317.28
367,Ullam Plus,Electronics,Laptop,1680.76
368,Quasi Plus,Clothing,Kids,3280.98
369,Illo Premium,Clothing,Kids,959.22
370,Saepe Premium,Home,Decor,4749.06
371,Aspernatur Pro,Books,Comics,4063.15
372,Doloribus Pro,Clothing,Kids,3752.18
373,Tempore Premium,Clothing,Women,534.76
374,Possimus Pro,Home,Furniture,432.19
375,Nulla Pro,Home,Kitchen,2156.3
376,Accusamus Plus,Clothing,Women,1939.2
377,Eligendi Classic,Books,Comics,4244.24
378,Unde Premium,Home,Kitchen,1774.86
379,Quas Pro,Books,Fiction,556.21
380,Illo Pro,Books,Comics,3075.86
381,Earum Pro,Books,Fiction,1030.92
382,Aliquid Premium,Home,Decor,2025.22
383,Sapiente Pro,Books,Fiction,1543.29
384,Quaerat Pro,Books,Fiction,1529.88
385,Quas Pro,Electronics,Laptop,2496.57
386,Voluptatem Plus,Home,Kitchen,1910.07
387,Eveniet Premium,Books,Fiction,4201.69
388,Sint Pro,Electronics,Mobile,2753.1
389,Dolores Pro,Clothing,Kids,2151.3
390,Veniam Classic,Books,Comics,4523.61
391,Amet Classic,Electronics,Accessories,947.11
392,Magni Classic,Clothing,Men,4942.57
393,Excepturi Classic,Books,Fiction,4562.94
394,Ullam Plus,Electronics,Mobile,4297.46
395,A Plus,Books,Fiction,2876.31
396,Dolore Pro,Electronics,Mobile,4412.67
397,Commodi Plus,Books,Education,2417.93
398,Harum Plus,Clothing,Women,3498.94
399,Natus Premium,Electronics,Laptop,2428.57
400,Libero Pro,Home,Furniture,1623.65
401,Velit Pro,Books,Comics,1572.35
402,Nam Premium,Books,Education,537.51
403,Necessitatibus Plus,Books,Fiction,4349.23
404,Repudiandae Classic,Electronics,Accessories,2076.59
405,Eligendi Classic,Electronics,Mobile,382.37
406,Quas Pro,Electronics,Laptop,1442.49
407,Accusantium Plus,Books,Comics,249.76
408,Voluptatibus Plus,Home,Furniture,2975.71
409,Atque Classic,Home,Furniture,4171.26
410,Consectetur Pro,Electronics,Laptop,2904.06
411,Quo Classic,Clothing,Men,2106.59
412,Id Pro,Electronics,Accessories,948.68
413,Ratione Premium,Electronics,Mobile,3592.43
414,Reprehenderit Plus,Home,Furniture,1169.22
415,Laudantium Plus,Home,Decor,4997.2
416,Laborum Premium,Home,Decor,412.8
417,Harum Premium,Home,Decor,3584.36
418,Et Classic,Home,Kitchen,378.2
419,Sequi Premium,Books,Comics,3311.46
420,Earum Plus,Home,Furniture,2956.82
421,Odit Classic,Clothing,Women,2431.1
422,Necessitatibus Premium,Home,Decor,4394.82
423,Repellat Pro,Clothing,Women,3653.41
424,Ab Premium,Clothing,Kids,1194.31
425,Facilis Premium,Home,Furniture,2372.43
426,Doloribus Pro,Electronics,Laptop,4727.07
427,Nemo Classic,Electronics,Laptop,1970.18
428,Quae Pro,Home,Furniture,4962.5
429,Corrupti Plus,Home,Furniture,983.75
430,Ratione Premium,Electronics,Laptop,3209.04
431,Aut Premium,Electronics,Laptop,2923.77
432,Provident Pro,Clothing,Women,2204.11
433,Impedit Plus,Books,Education,3680.23
434,Laboriosam Classic,Electronics,Laptop,3694.66
435,Cum Premium,Clothing,Kids,2566.35
436,Quam Pro,Home,Kitchen,1525.06
437,Facere Classic,Home,Furniture,1860.33
438,Quidem Plus,Clothing,Men,4925.91
439,Repellat Pro,Clothing,Kids,1896.3
440,Explicabo Premium,Electronics,Laptop,3010.23
441,Voluptate Pro,Electronics,Accessories,3479.77
442,Numquam Plus,Books,Education,3539.15
443,Minus Pro,Clothing,Kids,3346.17
444,Recusandae Classic,Home,Decor,2606.77
445,Perspiciatis Pro,Electronics,Laptop,3084.11
446,Exercitationem Classic,Home,Decor,885.83
447,Labore Plus,Books,Fiction,3391.0
448,Officia Plus,Electronics,Accessories,2607.36
449,Vero Classic,Electronics,Laptop,1394.21
450,Officia Classic,Electronics,Mobile,1865.05
451,Repudiandae Pro,Home,Furniture,324.86
452,Aliquam Classic,Clothing,Kids,4779.94
453,Perspiciatis Pro,Home,Decor,657.78
454,Cum Premium,Books,Education,2443.4
455,Facilis Classic,Books,Comics,387.37
456,Atque Plus,Clothing,Men,2887.82
457,Modi Plus,Books,Fiction,4326.62
458,Tempora Plus,Clothing,Women,325.26
459,Est Premium,Home,Decor,2671.61
460,Veritatis Premium,Clothing,Kids,3129.37
461,Voluptates Classic,Books,Comics,3242.88
462,Eum Pro,Clothing,Kids,2577.28
463,Ipsam Classic,Books,Education,1280.37
464,Neque Classic,Home,Kitchen,4103.81
465,Libero Plus,Electronics,Laptop,4297.29
466,Quas Pro,Books,Education,187.07
467,Quidem Pro,Books,Education,545.39
468,Accusamus Classic,Home,Decor,1770.19
469,Voluptates Plus,Electronics,Mobile,3039.76
470,Fuga Plus,Home,Decor,1186.56
471,Expedita Premium,Home,Furniture,620.98
472,Illo Classic,Clothing,Women,2105.13
473,Consectetur Classic,Home,Decor,2025.19
474,Natus Premium,Books,Fiction,4640.47
475,Veniam Plus,Electronics,Laptop,759.72
476,Laboriosam Pro,Books,Fiction,2967.09
477,Autem Classic,Clothing,Kids,1998.29
478,Quod Plus,Home,Decor,3493.33
479,Dolorum Plus,Clothing,Women,2318.94
480,Pariatur Plus,Clothing,Men,2610.24
481,Ipsam Classic,Home,Decor,1523.84
482,Libero Classic,Home,Decor,4795.8
483,Esse Pro,Home,Decor,2955.75
484,Rem Premium,Books,Comics,162.58
485,Fugiat Plus,Electronics,Mobile,1079.52
486,Ducimus Premium,Clothing,Women,3943.35
487,Vero Pro,Clothing,Kids,3118.93
488,Eaque Plus,Clothing,Kids,4014.23
489,Praesentium Pro,Home,Decor,4787.84
490,Eligendi Pro,Home,Decor,3140.75
491,Ex Premium,Books,Fiction,3056.6
492,Excepturi Plus,Clothing,Women,1016.19
493,Fuga Pro,Clothing,Kids,2827.33
494,Enim Premium,Clothing,Men,4693.72
495,Eum Premium,Electronics,Mobile,3164.3
496,Eligendi Premium,Home,Furniture,2674.44
497,Expedita Pro,Clothing,Kids,2761.09
498,Sit Premium,Books,Fiction,1726.23
499,Magnam Classic,Home,Furniture,2426.8
500,Dolor Premium,Electronics,Mobile,3107.14
