item_id,order_id,product_id,quantity,unit_price,discount_percent
234,415,243,1,2796.43,32
235,191,367,2,6063.28,23
236,386,272,2,3431.61,14
237,212,471,2,3333.54,29
238,186,484,5,335.13,9
239,265,484,1,649.69,21
240,396,85,3,3529.17,25
241,329,78,1,7229.84,3
242,215,206,5,7097.68,44
243,370,381,5,2578.19,22
244,461,271,1,4922.17,9
245,106,455,4,4400.96,50
246,358,177,5,7112.63,50
247,452,155,4,765.82,34
248,369,379,3,7051.02,33
249,48,262,5,4459.11,33
250,82,12,3,320.34,50
251,124,427,5,6215.85,46
252,57,375,4,573.57,23
253,182,64,3,477.09,41
254,294,378,1,141.19,21
255,298,290,2,5745.71,40
256,120,180,5,2463.69,42
257,366,194,5,4205.37,15
258,299,99,1,6600.46,23
259,365,218,4,6644.66,5
260,455,67,1,3862.4,28
261,270,207,1,4747.09,33
262,300,256,4,5128.04,28
263,214,422,4,1386.46,32
264,235,67,2,7747.45,32
265,109,234,5,3839.51,47
266,190,472,2,7619.39,38
267,190,293,4,2387.77,33
268,157,192,2,2495.75,31
269,73,402,1,4758.03,3
270,111,94,3,6571.09,31
271,179,35,1,6976.37,26
272,290,232,4,7212.27,50
273,369,427,4,4885.11,48
274,236,390,2,3654.44,28
275,167,46,2,6418.51,42
276,120,461,5,3223.64,34
277,456,227,1,5913.71,41
278,363,13,1,4618.76,50
279,64,330,3,4518.89,12
280,388,28,5,7662.61,33
281,258,460,2,247.45,42
282,10,141,5,6315.38,15
283,414,274,5,4894.15,25
284,442,479,5,283.78,27
285,441,271,2,2607.32,16
286,51,278,1,1428.43,9
287,46,79,2,2523.67,26
288,493,167,2,1533.52,45
289,51,164,1,1225.44,20
290,424,461,3,1055.63,12
291,301,122,2,3994.54,48
292,59,138,5,578.99,29
293,248,15,5,3319.2,14
294,494,301,1,5433.27,15
295,65,156,5,4589.14,28
296,257,105,1,6284.76,9
297,87,401,3,2036.78,27
298,1,417,5,3770.75,39
299,86,1,3,575.38,30
300,430,349,3,3103.21,22
301,262,145,2,459.33,47
302,154,46,5,3222.91,7
303,144,450,2,3512.5,39
304,163,453,5,5488.6,21
305,363,232,3,2256.8,42
306,236,492,3,4836.16,1
307,2,312,2,3864.58,0
308,459,357,2,5656.07,48
309,404,449,4,5227.87,4
310,427,418,5,5405.74,43
311,417,193,1,6636.99,22
312,394,416,4,5606.54,0
313,480,99,1,3612.16,14
314,349,472,1,5702.66,12
315,321,156,1,6486.47,14
316,496,186,2,390.69,31
317,101,421,5,5143.65,7
318,253,88,3,4459.1,42
319,309,290,5,1486.68,37
320,66,133,2,7475.15,14
321,141,99,5,6796.57,1
322,349,287,5,7076.51,0
323,483,333,4,509.72,20
324,209,141,4,1061.57,33
325,265,389,4,443.37,46
326,471,216,2,4306.04,20
327,172,42,1,7052.78,1
328,217,491,2,688.08,15
329,160,33,2,5045.36,6
330,414,13,1,4780.99,40
331,127,56,3,3841.25,21
332,267,407,1,1970.27,4
333,392,49,5,5040.26,37
334,32,470,1,363.42,20
335,32,471,1,6438.86,3
336,222,34,3,904.44,3
337,436,196,5,3273.3,39
338,307,404,4,5311.82,0
339,408,220,4,7051.51,39
340,481,346,1,6285.14,29
341,99,56,5,911.25,38
342,431,100,1,7244.52,8
343,216,247,5,5824.52,28
344,409,23,2,577.88,19
345,492,334,5,6059.55,19
346,398,75,5,1264.53,19
347,189,497,5,163.85,37
348,260,420,2,6697.88,3
349,500,103,4,5160.38,12
350,342,244,1,5588.77,29
351,437,297,5,4572.17,21
352,169,84,5,928.3,50
353,472,2,1,5146.26,44
354,110,123,2,3897.9,49
355,193,106,3,3262.47,0
356,184,16,-3,4482.06,9
357,324,300,3,7310.4,23
358,102,102,1,2344.4,14
359,174,434,3,4480.59,11
360,432,135,-2,7294.13,1
361,404,454,2,976.66,13
362,190,415,3,3041.57,10
363,320,452,5,3526.37,45
364,452,474,1,1133.28,12
365,356,192,2,2611.82,27
366,391,316,2,4739.87,34
367,168,127,3,520.75,50
368,436,261,3,7750.24,31
369,402,241,2,6348.88,39
370,199,385,1,7071.13,48
371,266,238,5,1514.09,45
372,248,367,3,7650.44,30
373,327,472,3,6345.93,41
374,459,104,1,3671.43,15
375,218,456,4,3078.96,10
376,44,69,3,6037.82,18
377,118,299,4,425.03,32
378,231,240,5,3516.79,23
379,196,13,4,1518.57,14
380,184,462,3,751.11,32
381,41,403,5,2283.76,14
382,185,20,1,4413.61,21
383,129,155,2,5987.17,49
384,310,71,3,7987.4,48
385,5,395,5,2465.85,22
386,421,297,4,6086.67,0
387,390,488,4,1279.32,25
388,384,108,2,3848.06,33
389,388,240,5,5807.83,29
390,161,434,3,1583.99,49
391,231,437,4,4511.73,23
392,66,157,2,7552.5,0
393,428,182,4,2784.6,26
394,207,391,4,6251.28,34
395,12,291,3,6304.33,8
396,170,291,2,5075.73,38
397,201,196,5,1713.22,25
398,97,244,1,958.24,36
399,156,48,4,1454.25,43
400,424,353,5,4866.57,1
401,467,494,2,3148.56,13
402,269,36,2,3691.84,23
403,168,441,-5,7287.52,25
404,67,275,2,3405.46,47
405,463,444,1,1731.19,13
406,364,341,3,3850.76,38
407,301,104,5,4069.55,43
408,4,74,4,3621.28,25
409,270,169,5,7291.39,31
410,21,378,4,819.71,41
411,432,365,4,6359.54,25
412,436,90,5,3378.92,11
413,235,197,5,7295.58,11
414,358,485,5,444.95,10
415,276,150,3,5366.59,4
416,211,391,2,4467.31,23
417,259,393,1,6258.13,26
418,107,260,4,452.62,1
419,346,384,1,3749.04,21
420,204,20,4,184.83,7
421,384,238,2,3929.6,4
422,125,366,1,7605.15,8
423,431,83,4,1447.65,1
424,151,64,5,4323.77,25
425,391,6,2,5451.33,9
426,111,366,4,372.11,43
427,357,25,5,6708.36,33
428,158,228,1,514.08,0
429,393,104,1,7437.68,23
430,9,216,2,320.76,0
431,349,343,3,599.05,6
432,23,213,2,4148.75,20
433,98,320,3,1736.24,34
434,62,119,4,1788.86,22
435,206,335,3,2598.3,24
436,34,337,2,6539.17,41
437,35,454,5,1826.63,19
438,53,365,5,4335.83,36
439,49,308,2,2662.4,40
440,498,395,4,5580.39,21
441,453,353,2,2611.94,42
442,10,312,4,7305.62,28
443,380,120,4,4077.02,45
444,316,389,1,7184.56,19
445,388,125,2,4996.15,3
446,152,104,2,1298.2,13
447,372,307,1,7909.56,28
448,163,330,3,6317.07,2
449,213,332,5,6520.41,48
450,376,170,1,2807.55,13
451,470,341,5,7908.17,43
452,196,267,2,2640.93,28
453,252,36,1,7633.92,3
454,65,47,2,1472.04,35
455,41,219,2,5827.41,19
456,126,218,2,1493.84,15
457,230,496,3,5121.27,17
458,498,185,4,3246.13,10
459,259,313,4,5905.93,48
460,407,247,2,256.51,24
461,389,465,4,7380.11,38
462,373,90,5,2132.6,29
463,193,288,3,4887.6,4
464,241,101,3,1322.32,12
465,257,374,-1,5830.23,31
466,482,203,4,7766.89,23
467,329,302,4,662.75,2
468,290,84,1,1634.4,27
469,385,370,3,2853.77,45
470,189,357,4,555.87,24
471,125,245,4,372.61,23
472,331,76,1,2164.51,29
473,309,297,2,7619.05,10
474,48,330,1,5721.71,24
475,499,462,4,734.75,12
476,219,130,4,5565.51,32
477,196,301,5,2533.03,26
478,294,398,1,6400.52,9
479,477,384,3,3243.96,19
480,418,252,1,112.47,4
481,336,148,4,5891.03,10
482,361,69,2,1664.36,11
483,231,291,5,6533.53,11
484,94,415,2,6097.4,16
485,468,320,4,962.64,40
486,44,194,2,1084.98,4
487,121,245,-3,3933.04,48
488,137,385,-1,7646.19,42
489,22,50,5,1767.44,50
490,267,493,1,6114.78,31
491,310,220,4,2758.75,43
492,419,123,3,7533.83,42
493,30,500,4,2912.63,21
494,446,358,-1,3274.29,8
495,445,272,1,2307.79,44
496,317,352,2,5305.12,30
497,97,2,5,7890.83,20
498,448,24,1,7759.82,47
499,120,311,3,3927.84,47
500,179,220,5,7518.77,30
501,151,311,1,1641.11,9
502,402,439,5,5761.66,2
503,45,155,2,6675.6,35
504,229,489,4,1013.86,42
505,109,88,5,6050.69,42
506,367,15,1,1365.86,20
507,113,369,4,2135.27,30
508,473,274,1,5105.03,31
509,171,447,1,1868.07,36
510,176,194,5,7290.32,47
511,402,288,4,7733.36,27
512,60,149,2,792.67,5
513,480,97,3,5982.48,7
514,437,161,5,7637.14,36
515,303,275,1,1599.88,24
516,187,409,4,5466.49,50
517,309,303,2,1854.92,25
518,236,162,1,1243.14,18
519,234,76,2,4851.58,9
520,159,258,1,7923.65,7
521,362,294,3,3878.43,13
522,495,193,4,564.62,21
523,108,435,2,5888.0,14
524,398,92,1,6868.55,46
525,418,338,4,7307.77,10
526,173,217,1,5455.4,22
527,271,373,4,2336.01,44
528,281,202,2,868.82,20
529,28,436,5,7483.15,19
530,296,71,4,3590.88,30
531,108,112,3,6454.43,12
532,439,295,1,905.39,50
533,219,348,2,6749.11,3
534,243,92,1,7566.0,7
535,304,223,5,7760.84,40
536,61,124,4,3233.49,19
537,335,382,5,3065.44,44
538,443,419,1,5237.46,17
539,62,60,4,752.83,31
540,301,294,5,7900.06,30
541,49,407,3,4783.74,24
542,360,223,4,2457.07,8
543,366,466,1,6911.46,34
544,359,11,2,3210.99,34
545,266,429,5,4719.3,45
546,107,495,1,5302.8,7
547,356,93,2,142.06,28
548,66,295,3,1729.22,10
549,436,386,1,376.54,7
550,495,279,5,1455.67,42
551,24,485,1,7571.78,50
552,228,72,3,4658.86,44
553,181,311,3,4351.85,13
554,23,122,1,390.2,9
555,111,491,3,1160.24,35
556,143,66,2,5859.92,27
557,134,196,1,5233.17,10
558,484,131,4,5444.55,44
559,37,323,2,5888.13,40
560,289,337,2,5217.39,32
561,421,79,5,2599.25,50
562,494,310,4,2055.23,17
563,351,281,1,3313.57,21
564,171,399,1,2258.7,14
565,194,497,-3,1855.58,6
566,373,449,1,2521.74,31
567,359,293,1,6936.65,35
568,460,25,3,1448.9,48
569,413,380,4,5454.71,50
570,452,436,5,3280.94,37
571,352,263,2,5734.46,42
572,291,377,2,2212.22,46
573,128,348,3,4908.75,45
574,182,409,4,3802.46,18
575,267,483,3,5775.89,14
576,45,486,3,2514.73,49
577,325,41,3,705.88,15
578,30,44,1,5972.93,35
579,6,493,4,7592.33,43
580,70,246,5,4032.66,43
581,208,8,5,4968.66,47
582,360,274,1,6022.38,15
583,22,311,5,3644.35,10
584,90,39,5,2999.7,8
585,27,217,5,4014.51,10
586,174,468,3,5464.6,34
587,248,151,1,2191.53,0
588,473,157,5,7439.96,41
589,19,479,5,3758.15,39
590,4,316,4,3736.8,19
591,180,456,3,5807.23,25
592,221,252,-3,1660.6,33
593,211,64,5,7313.56,0
594,129,116,2,3818.52,23
595,457,94,3,4337.78,17
596,337,430,1,3570.92,8
597,3,184,3,7080.25,45
598,146,21,2,1156.07,26
599,83,342,3,1672.04,30
600,251,282,3,4014.98,43
601,392,400,2,7065.96,32
602,491,56,4,6362.43,8
603,7,393,2,5507.06,3
604,306,378,3,163.43,30
605,43,390,3,3488.72,39
606,96,128,2,2321.0,7
607,127,342,3,6582.81,12
608,415,53,4,5639.05,32
609,438,303,5,5068.37,9
610,206,20,2,2263.51,12
611,316,103,2,818.39,3
612,157,359,4,5103.15,14
613,246,32,2,4127.92,41
614,138,187,1,2316.39,22
615,459,25,4,1535.84,0
616,165,109,1,2354.0,17
617,95,130,5,7591.79,23
618,50,343,3,207.93,35
619,380,415,2,2954.94,49
620,191,122,5,5236.96,13
621,455,55,5,1130.83,47
622,301,496,5,7306.2,41
623,229,474,2,879.24,34
624,372,243,5,7918.19,12
625,23,66,5,1614.48,35
626,389,437,3,6784.1,35
627,230,323,3,5766.87,27
628,269,477,1,7624.31,50
629,141,357,1,7743.15,18
630,32,407,1,7782.54,12
631,273,446,4,4156.55,4
632,261,197,2,4543.74,24
633,106,95,4,128.44,36
634,5,451,2,7436.16,32
635,369,269,4,2144.79,14
636,283,61,3,1451.76,2
637,21,328,5,1270.3,17
638,405,27,2,5175.06,15
639,1,333,2,2844.95,38
640,485,362,3,7083.49,16
641,314,151,2,2664.62,3
642,113,375,1,7725.3,11
643,276,337,3,7832.22,49
644,382,353,5,3117.65,41
645,325,310,3,4451.93,28
646,105,298,2,5075.43,48
647,119,374,4,5837.66,23
648,48,254,2,1533.96,11
649,252,483,2,5862.89,41
650,84,454,-3,1504.1,25
651,74,37,5,3468.52,29
652,270,71,4,5841.44,0
653,197,11,5,969.28,0
654,395,43,1,2214.49,40
655,495,5,-5,7665.18,6
656,174,437,5,5688.9,12
657,289,457,2,3610.18,10
658,80,125,3,541.42,44
659,64,11,3,6616.91,6
660,262,454,5,6708.22,9
661,13,117,1,3474.37,9
662,116,472,3,7044.02,24
663,57,115,1,903.72,18
664,171,61,3,2947.9,5
665,92,220,1,4290.8,38
666,77,458,2,5371.46,19
667,179,449,5,920.99,31
668,416,465,3,5719.32,4
669,77,399,1,5281.25,20
670,370,408,2,6305.81,30
671,219,492,1,5840.99,9
672,66,94,1,6163.53,22
673,247,356,3,7785.51,38
674,484,335,3,7380.68,24
675,276,274,4,3991.55,34
676,298,367,2,3432.54,36
677,121,186,2,122.64,1
678,491,69,3,7375.14,3
679,435,444,3,6251.31,8
680,428,437,3,4456.85,26
681,115,29,2,6001.26,7
682,14,357,2,7722.81,23
683,340,298,1,682.79,38
684,188,73,2,724.05,4
685,417,214,1,1282.77,11
686,384,271,4,5618.66,19
687,173,228,4,6273.04,44
688,80,31,1,7061.14,2
689,258,83,5,185.85,27
690,425,133,4,7361.29,32
691,217,477,3,1338.73,5
692,487,65,5,5970.76,25
693,201,95,5,6597.79,35
694,419,355,5,3800.65,20
695,85,28,4,6446.38,41
696,56,54,4,714.69,38
697,145,84,-3,4378.39,4
698,388,466,2,2542.05,35
699,17,124,2,2226.43,36
700,405,248,5,460.88,20
701,5,183,1,6038.27,25
702,385,201,5,5832.94,8
703,460,380,1,4078.27,32
704,408,196,-2,3867.93,2
705,350,238,3,722.15,40
706,119,453,1,1803.61,43
707,83,494,2,4062.8,46
708,477,394,5,2797.18,50
709,185,320,2,6862.03,27
710,397,350,1,3162.31,13
711,491,79,5,4578.52,31
712,74,393,1,6976.61,35
713,233,161,1,1440.77,18
714,296,187,2,2891.61,4
715,236,133,2,7890.53,16
716,72,482,4,1079.33,36
717,440,147,4,3267.42,39
718,263,433,2,5034.59,20
719,212,260,3,3655.73,43
720,330,30,1,5954.24,15
721,437,54,-5,2396.22,10
722,38,115,5,3166.96,29
723,240,329,1,4327.41,29
724,375,56,1,7347.94,25
725,169,34,4,2606.55,38
726,380,244,4,1003.18,29
727,486,241,1,1249.56,13
728,308,397,3,3104.25,23
729,110,28,4,1770.79,1
730,326,91,4,760.37,4
731,153,448,3,5726.43,26
732,458,133,5,1554.22,3
733,220,176,1,7710.59,19
734,483,215,2,3904.84,34
735,224,182,2,7309.52,36
736,288,401,4,7160.86,12
737,297,316,1,1242.48,42
738,460,235,-3,7477.17,31
739,497,346,3,3310.45,33
740,483,427,1,6872.41,40
741,297,50,4,388.24,47
742,280,397,2,1412.2,24
743,488,98,2,7776.78,36
744,187,9,1,2485.36,19
745,64,359,5,4043.13,29
746,181,425,4,4385.49,33
747,91,235,3,3484.23,11
748,278,224,5,3114.35,42
749,360,318,4,7509.42,6
750,54,46,1,5232.03,39
751,384,385,4,5028.22,34
752,258,298,1,6466.38,42
753,109,115,3,6237.35,35
754,439,241,4,7609.36,22
755,421,331,4,5660.3,47
756,192,401,-4,1869.1,18
757,136,158,3,6724.02,50
758,3,461,4,7281.57,2
759,405,192,-1,6742.08,33
760,88,492,5,4620.28,27
761,201,99,2,4968.52,25
762,296,220,1,1118.08,40
763,89,207,4,7242.95,33
764,51,364,2,6429.26,32
765,402,201,1,6759.94,40
766,82,486,3,2647.0,5
767,6,322,-1,6183.25,9
768,279,472,1,7781.96,36
769,376,67,-4,7868.97,40
770,335,460,3,1851.87,12
771,372,400,5,6476.07,24
772,141,43,3,7486.31,40
773,297,444,1,917.01,29
774,73,145,5,2169.76,11
775,433,186,1,7310.48,13
776,408,12,4,3368.59,31
777,215,193,1,7128.74,40
778,93,153,4,180.11,11
779,438,17,5,1025.94,21
780,315,308,3,4417.21,10
781,475,63,5,1623.48,1
782,263,390,-5,1303.53,23
783,16,168,1,1194.66,5
784,247,103,2,7630.51,22
785,240,382,5,6491.19,27
786,473,99,5,2075.74,12
787,53,299,3,6365.91,37
788,106,489,3,5804.28,27
789,383,140,4,6545.55,39
790,220,103,1,4580.42,23
791,456,18,1,7668.97,16
792,310,424,5,7030.29,33
793,59,93,3,6491.42,27
794,38,111,2,5289.94,23
795,63,5,2,2616.85,0
796,291,408,3,2640.33,14
797,146,309,5,1776.18,13
798,367,312,1,7575.54,42
799,331,216,1,5488.84,27
800,102,101,3,492.31,31
801,141,216,4,1042.15,28
802,303,197,2,1967.73,1
803,402,439,-3,4648.49,0
804,431,496,4,3282.21,34
805,331,9,5,648.69,6
806,141,163,4,6054.17,25
807,161,253,1,4937.33,25
808,233,253,3,6804.51,7
809,53,15,3,1869.71,0
810,166,442,2,5532.03,27
811,98,371,2,7227.98,23
812,479,353,5,6957.32,16
813,485,156,1,692.83,21
814,195,139,5,5619.45,8
815,65,164,5,6908.97,48
816,495,459,5,3365.02,28
817,124,296,1,3875.62,31
818,375,248,3,1884.06,16
819,181,286,3,6700.78,15
820,39,498,2,4007.39,13
821,240,420,1,3141.98,31
822,417,303,1,6116.66,32
823,160,363,3,3686.77,9
824,67,113,5,7341.91,24
825,263,104,4,6262.17,12
826,85,352,1,2526.46,36
827,449,55,1,5985.71,15
828,96,137,1,325.83,42
829,136,61,5,7422.73,5
830,78,204,3,4067.3,32
831,140,190,3,872.72,41
832,217,100,4,2422.65,25
833,272,312,2,3999.57,27
834,331,128,1,7675.88,14
835,19,295,1,2202.81,4
836,116,452,5,4999.74,45
837,52,113,4,5898.0,44
838,88,403,3,1708.25,40
839,148,376,3,124.54,11
840,319,245,5,5938.82,44
841,349,36,2,1416.5,21
842,7,342,4,3849.35,21
843,136,452,1,708.12,43
844,497,243,1,4706.95,31
845,24,420,2,237.39,43
846,269,258,3,1421.71,9
847,412,377,1,2751.85,31
848,132,340,3,3943.3,23
849,181,155,-4,5710.24,33
850,139,352,5,4202.54,40
851,211,439,1,1840.02,9
852,126,296,3,5954.0,27
853,46,100,3,7373.11,24
854,450,321,1,5462.53,28
855,467,348,5,2855.88,21
856,484,142,4,2543.65,2
857,176,428,5,4937.7,27
858,406,406,4,2841.28,7
859,351,76,1,3783.91,9
860,320,286,5,5348.13,19
861,410,151,4,223.18,2
862,304,64,2,520.23,19
863,339,428,1,105.07,16
864,146,403,2,6886.18,42
865,45,366,5,2238.28,46
866,471,42,2,2397.34,2
867,128,416,4,5460.15,24
868,463,51,4,7154.97,19
869,289,224,5,5463.49,20
870,394,103,5,2075.16,26
871,157,44,5,2448.94,40
872,193,401,4,7019.78,27
873,227,356,1,2574.76,43
874,219,239,3,3421.99,26
875,287,14,-4,7664.18,26
876,315,465,1,2488.88,15
877,66,318,5,4391.83,36
878,433,202,3,1094.89,42
879,391,448,1,4192.27,3
880,425,333,1,945.69,38
881,290,247,1,5555.68,3
882,346,262,1,5940.97,3
883,288,380,2,7741.5,8
884,328,437,2,1322.73,40
885,480,4,3,6464.37,39
886,1,79,2,4869.95,7
887,105,54,5,3842.56,32
888,475,63,4,2469.4,30
889,431,435,2,4419.08,39
890,316,64,4,3515.59,40
891,420,382,1,5293.98,10
892,280,103,5,3861.65,18
893,492,302,3,3994.42,42
894,358,410,3,947.95,26
895,146,235,4,1049.0,24
896,18,331,1,5238.34,42
897,465,465,5,2902.34,8
898,235,142,4,172.05,10
899,441,258,3,1765.16,45
900,33,90,5,5281.76,22
901,367,440,5,6314.91,17
902,35,470,3,6730.67,30
903,311,338,4,1524.96,45
904,270,133,5,1122.43,20
905,179,300,5,4978.05,25
906,437,376,1,1357.52,6
907,348,244,1,2656.91,14
908,451,90,2,5852.49,24
909,32,314,4,2078.82,2
910,192,311,1,5087.22,1
911,358,231,2,3083.27,40
912,101,130,5,3979.71,43
913,380,83,3,3529.1,33
914,13,323,2,7682.68,6
915,72,458,2,141.37,49
916,443,37,4,2791.62,43
917,427,107,5,4605.92,30
918,317,461,5,4513.71,8
919,321,193,1,7004.42,36
920,265,153,1,897.21,31
921,277,170,2,278.09,18
922,184,35,3,6992.3,10
923,295,124,3,6840.24,39
924,317,30,5,4412.94,7
925,470,135,5,5260.53,2
926,103,172,3,7115.42,3
927,419,376,2,2703.91,48
928,38,413,1,7589.18,39
929,37,487,1,3388.3,47
930,455,283,5,3882.29,8
931,54,19,3,4023.11,14
932,156,401,3,6813.68,14
933,14,397,1,6276.4,12
934,195,350,5,5500.4,1
935,199,393,5,3080.1,8
