order_id,customer_id,order_date,status,region_code
77,134.0,2025-02-11 04:35:22,DELIVERED,EAST
78,349.0,2026-04-14 06:57:15,RETURNED,WEST
79,92.0,2024-10-18 18:49:24,DELIVERED,EAST
80,296.0,2026-02-04 08:21:21,SHIPPED,NORTH
81,383.0,2025-02-15 04:39:09,SHIPPED,NORTH
82,110.0,2025-04-29 15:13:37,RETURNED,NORTH
83,83.0,2025-09-20 16:10:41,PLACED,SOUTH
84,242.0,2026-03-24 03:18:52,PLACED,EAST
85,114.0,2025-04-17 19:48:25,CANCELLED,WEST
86,315.0,2025-06-06 05:17:58,RETURNED,NORTH
87,485.0,2025-04-22 21:39:17,CANCELLED,WEST
88,6.0,2025-12-18 20:40:40,RETURNED,EAST
89,,2025-10-25 19:10:23,RETURNED,SOUTH
90,315.0,04-10-2025,SHIPPED,NORTH
91,500.0,2025-11-27 03:38:04,CANCELLED,EAST
92,343.0,2025-09-06 18:08:45,RETURNED,NORTH
93,378.0,2026-07-25 20:24:16,RETURNED,EAST
94,372.0,2025-03-05 08:07:43,DELIVERED,EAST
95,494.0,2025-04-03 21:49:54,SHIPPED,WEST
96,477.0,17-08-2025,SHIPPED,WEST
97,260.0,2026-02-26 08:57:04,DELIVERED,EAST
98,485.0,2025-07-01 21:52:09,DELIVERED,EAST
99,356.0,2024-10-05 17:06:28,CANCELLED,SOUTH
100,388.0,2025-10-31 16:57:49,CANCELLED,NORTH
101,247.0,2025-07-14 04:47:01,SHIPPED,SOUTH
102,410.0,2026-07-09 05:03:33,RETURNED,NORTH
103,359.0,2026-05-05 16:22:52,PLACED,WEST
104,345.0,2025-11-20 08:51:27,RETURNED,SOUTH
105,244.0,2026-06-18 17:41:24,RETURNED,EAST
106,94.0,2025-06-13 13:35:21,SHIPPED,WEST
107,378.0,2025-10-30 17:13:56,DELIVERED,SOUTH
108,118.0,2025-06-01 02:47:09,RETURNED,EAST
109,80.0,2026-06-03 00:52:27,PLACED,WEST
110,,2024-10-06 05:27:26,PLACED,WEST
111,191.0,2025-04-17 10:46:55,RETURNED,EAST
112,252.0,2025-03-26 10:19:19,RETURNED,EAST
113,204.0,2025-11-29 10:49:01,PLACED,WEST
114,245.0,10-01-2026,DELIVERED,WEST
115,441.0,2025-10-25 15:49:25,PLACED,WEST
116,162.0,25-05-2025,SHIPPED,WEST
117,298.0,2026-05-19 21:05:29,DELIVERED,SOUTH
118,281.0,2026-03-02 22:10:01,RETURNED,EAST
119,188.0,2026-06-26 04:34:01,CANCELLED,EAST
120,187.0,2026-02-06 18:14:59,SHIPPED,SOUTH
121,295.0,2025-08-24 23:17:58,DELIVERED,SOUTH
122,285.0,2025-07-04 08:44:58,SHIPPED,SOUTH
123,243.0,2024-12-09 15:50:44,CANCELLED,SOUTH
124,458.0,2026-04-25 10:08:13,DELIVERED,WEST
125,154.0,2024-11-08 18:38:40,PLACED,WEST
126,51.0,2025-01-27 19:52:34,DELIVERED,WEST
127,430.0,2025-02-09 06:15:34,DELIVERED,EAST
128,185.0,2026-02-03 19:46:13,DELIVERED,EAST
129,11.0,2026-02-08 02:34:55,RETURNED,SOUTH
130,296.0,2025-01-10 06:08:35,SHIPPED,EAST
131,182.0,2025-05-26 11:19:03,CANCELLED,NORTH
132,196.0,2024-10-18 05:42:24,SHIPPED,SOUTH
133,328.0,2026-06-24 17:55:18,RETURNED,WEST
134,435.0,2025-07-21 02:10:16,DELIVERED,SOUTH
135,161.0,2024-09-17 18:08:48,DELIVERED,WEST
136,139.0,2026-02-23 14:08:40,DELIVERED,WEST
137,212.0,2025-08-27 04:43:11,SHIPPED,SOUTH
138,339.0,2026-08-07 00:08:22,PLACED,SOUTH
139,86.0,2024-10-24 08:31:40,CANCELLED,NORTH
140,14.0,2025-11-03 22:46:32,PLACED,NORTH
141,135.0,2024-10-10 00:36:34,CANCELLED,EAST
142,118.0,2026-06-20 22:41:10,SHIPPED,SOUTH
143,270.0,21-05-2025,DELIVERED,EAST
144,443.0,2025-01-23 23:27:48,RETURNED,EAST
145,281.0,2026-01-30 05:38:07,RETURNED,SOUTH
146,303.0,2025-06-29 03:46:51,RETURNED,WEST
147,269.0,2024-11-09 18:41:39,DELIVERED,WEST
148,277.0,2025-08-29 05:05:55,DELIVERED,EAST
149,212.0,2024-12-12 01:31:20,PLACED,SOUTH
150,177.0,2024-09-04 02:49:30,CANCELLED,WEST
151,,2025-04-27 02:28:27,DELIVERED,SOUTH
152,,2026-06-09 00:37:16,CANCELLED,WEST
153,203.0,2026-05-02 17:57:57,CANCELLED,WEST
154,113.0,2025-07-16 17:07:00,SHIPPED,EAST
155,146.0,2026-05-07 14:40:31,DELIVERED,WEST
156,97.0,2026-06-23 07:58:45,DELIVERED,NORTH
157,327.0,2025-09-14 03:20:14,RETURNED,WEST
158,97.0,2024-11-16 03:16:28,RETURNED,NORTH
159,96.0,2026-07-03 06:54:30,SHIPPED,WEST
160,,2025-09-07 09:02:08,PLACED,WEST
161,112.0,2025-10-15 00:40:09,CANCELLED,EAST
162,238.0,08-07-2025,PLACED,SOUTH
163,29.0,2026-02-07 12:03:49,RETURNED,WEST
164,93.0,2026-05-12 06:47:50,CANCELLED,NORTH
165,63.0,2025-06-23 04:19:10,CANCELLED,WEST
166,127.0,19-11-2025,CANCELLED,NORTH
167,267.0,2025-09-03 08:33:07,CANCELLED,EAST
168,480.0,2026-06-04 09:18:33,PLACED,NORTH
169,130.0,2025-07-27 06:35:27,DELIVERED,NORTH
170,443.0,2025-01-22 08:24:42,SHIPPED,WEST
171,,2024-10-13 20:31:23,RETURNED,NORTH
172,203.0,22-03-2025,PLACED,WEST
173,353.0,2025-06-06 13:03:51,PLACED,SOUTH
174,81.0,2024-12-01 04:28:12,DELIVERED,NORTH
175,31.0,2024-08-17 03:33:52,RETURNED,NORTH
176,65.0,2025-08-26 17:02:02,RETURNED,EAST
177,413.0,2026-02-14 08:32:30,PLACED,WEST
178,184.0,2024-11-17 00:03:32,PLACED,WEST
179,362.0,2025-03-06 21:52:59,CANCELLED,SOUTH
180,291.0,2025-09-04 07:36:06,CANCELLED,EAST
181,445.0,2025-12-24 20:09:28,RETURNED,SOUTH
182,36.0,2025-08-03 18:48:52,DELIVERED,EAST
183,,2026-02-12 07:05:23,CANCELLED,SOUTH
184,,2025-03-16 07:07:58,RETURNED,SOUTH
185,165.0,2026-02-19 21:21:22,RETURNED,WEST
186,98.0,2026-03-15 08:02:25,RETURNED,SOUTH
187,314.0,2025-10-19 12:53:17,DELIVERED,NORTH
188,50.0,2026-03-14 11:02:53,SHIPPED,SOUTH
189,,2025-09-13 21:29:53,SHIPPED,NORTH
190,17.0,2024-12-25 04:26:27,CANCELLED,EAST
191,26.0,2026-05-15 20:08:49,PLACED,NORTH
192,477.0,2025-06-24 17:38:38,PLACED,WEST
193,411.0,2025-02-07 23:33:49,CANCELLED,EAST
194,407.0,2026-01-13 16:27:16,DELIVERED,NORTH
195,376.0,2025-11-24 07:42:20,SHIPPED,NORTH
196,52.0,2026-04-06 14:05:13,SHIPPED,SOUTH
197,270.0,2025-01-17 13:49:31,SHIPPED,WEST
198,383.0,2024-10-06 07:10:19,DELIVERED,WEST
199,360.0,2025-11-09 05:22:04,SHIPPED,SOUTH
200,282.0,2025-08-21 19:27:52,SHIPPED,WEST
201,478.0,2026-03-16 19:00:12,DELIVERED,EAST
202,212.0,2025-10-31 09:07:02,DELIVERED,SOUTH
203,289.0,2025-12-29 08:03:26,RETURNED,EAST
204,185.0,2025-02-24 00:42:49,CANCELLED,NORTH
205,,2025-11-26 02:56:33,PLACED,SOUTH
206,456.0,2025-09-02 00:17:47,SHIPPED,SOUTH
207,439.0,2025-02-21 19:21:49,DELIVERED,SOUTH
208,,2024-12-24 18:26:30,SHIPPED,EAST
209,188.0,2024-09-28 10:46:55,DELIVERED,EAST
210,48.0,2024-11-17 05:43:55,SHIPPED,NORTH
211,371.0,2024-10-29 01:13:10,CANCELLED,NORTH
212,305.0,08-07-2025,RETURNED,WEST
213,41.0,2025-07-06 04:12:10,DELIVERED,EAST
214,451.0,2026-01-03 02:51:15,PLACED,SOUTH
215,383.0,2025-08-03 19:56:34,PLACED,WEST
216,28.0,31-03-2025,RETURNED,SOUTH
217,168.0,2024-11-28 13:54:48,PLACED,WEST
218,498.0,2026-07-18 19:06:15,RETURNED,NORTH
219,114.0,2024-08-25 14:29:35,SHIPPED,SOUTH
220,173.0,2026-07-20 16:58:24,PLACED,WEST
221,135.0,2025-03-03 12:24:05,SHIPPED,SOUTH
222,247.0,2024-11-08 18:37:56,RETURNED,SOUTH
223,288.0,2025-06-25 16:36:54,SHIPPED,SOUTH
224,37.0,2024-08-15 10:20:06,RETURNED,NORTH
225,58.0,2024-10-14 07:47:42,DELIVERED,SOUTH
226,165.0,2024-08-20 04:39:14,DELIVERED,SOUTH
227,180.0,2025-01-15 02:08:32,CANCELLED,SOUTH
228,,2025-06-12 10:00:14,SHIPPED,EAST
229,80.0,2026-03-06 09:27:52,PLACED,NORTH
230,125.0,2025-08-08 12:08:24,DELIVERED,NORTH
231,176.0,2025-05-07 17:39:37,CANCELLED,WEST
232,12.0,2025-12-31 12:49:53,SHIPPED,SOUTH
233,280.0,2024-09-01 14:54:17,CANCELLED,SOUTH
234,356.0,07-10-2024,RETURNED,NORTH
235,131.0,2026-02-08 17:07:50,RETURNED,EAST
236,28.0,2024-11-24 03:38:47,PLACED,WEST
237,339.0,2025-02-20 02:43:04,DELIVERED,NORTH
238,10.0,2025-05-23 02:15:18,CANCELLED,SOUTH
239,195.0,2025-09-10 05:29:07,DELIVERED,WEST
240,444.0,2024-12-20 02:17:40,SHIPPED,WEST
241,288.0,25-05-2026,SHIPPED,EAST
242,171.0,2025-02-08 02:46:41,PLACED,EAST
243,351.0,2025-05-15 04:08:13,SHIPPED,EAST
244,416.0,2024-08-18 15:40:25,CANCELLED,NORTH
245,484.0,2026-07-22 08:41:53,SHIPPED,EAST
246,460.0,2026-01-13 11:58:33,CANCELLED,SOUTH
247,214.0,2025-05-17 12:35:49,DELIVERED,EAST
248,230.0,2026-07-22 15:14:59,SHIPPED,SOUTH
249,442.0,2025-02-05 23:38:02,RETURNED,SOUTH
250,221.0,2026-08-05 22:13:20,SHIPPED,SOUTH
251,163.0,2025-01-01 22:25:51,PLACED,SOUTH
252,163.0,2026-01-28 13:49:51,PLACED,EAST
253,451.0,2024-10-17 01:46:19,DELIVERED,WEST
254,382.0,2025-12-08 22:38:07,DELIVERED,SOUTH
255,399.0,2025-01-08 16:54:00,PLACED,EAST
256,311.0,2025-05-20 16:25:19,SHIPPED,SOUTH
257,,2026-07-12 14:02:44,CANCELLED,SOUTH
258,258.0,2026-06-24 07:46:52,DELIVERED,SOUTH
259,437.0,2024-12-03 07:12:16,SHIPPED,SOUTH
260,,2026-01-23 09:36:28,PLACED,EAST
261,487.0,2026-02-04 10:39:31,SHIPPED,SOUTH
262,34.0,2025-09-14 21:28:36,CANCELLED,WEST
263,353.0,2024-11-06 15:49:52,SHIPPED,WEST
264,208.0,2025-07-26 23:11:28,CANCELLED,EAST
265,202.0,2025-03-15 17:09:09,RETURNED,NORTH
266,267.0,2025-04-29 17:19:55,PLACED,SOUTH
267,266.0,2024-09-16 11:40:41,PLACED,WEST
268,265.0,2025-12-09 10:40:40,SHIPPED,EAST
269,226.0,2026-07-21 09:28:43,DELIVERED,WEST
270,86.0,2025-01-28 19:20:41,PLACED,SOUTH
271,238.0,2025-06-22 14:01:07,RETURNED,NORTH
272,93.0,2024-08-20 10:39:53,RETURNED,SOUTH
273,202.0,2026-03-12 17:22:34,SHIPPED,WEST
274,303.0,2025-10-10 13:07:46,CANCELLED,NORTH
275,129.0,2025-05-25 13:37:34,SHIPPED,NORTH
276,47.0,2025-02-03 00:13:49,DELIVERED,NORTH
277,269.0,2026-07-18 03:39:14,RETURNED,SOUTH
278,194.0,07-10-2025,SHIPPED,EAST
279,290.0,2025-12-27 00:25:38,SHIPPED,SOUTH
280,92.0,2025-12-25 07:19:04,DELIVERED,EAST
281,374.0,2024-11-30 15:44:57,SHIPPED,NORTH
282,461.0,2026-02-23 11:44:52,RETURNED,EAST
283,7.0,2025-02-07 02:59:03,RETURNED,NORTH
284,312.0,2025-08-09 14:50:54,RETURNED,WEST
285,233.0,2025-12-23 12:09:26,RETURNED,NORTH
286,126.0,2025-04-13 15:33:31,RETURNED,SOUTH
287,26.0,2026-07-18 17:58:23,DELIVERED,NORTH
288,75.0,2026-02-15 06:44:57,RETURNED,EAST
289,170.0,22-09-2024,CANCELLED,SOUTH
290,83.0,2025-04-26 03:16:12,RETURNED,SOUTH
291,495.0,2024-11-29 20:55:44,PLACED,NORTH
292,394.0,2025-09-05 05:35:38,CANCELLED,NORTH
293,389.0,2024-10-26 21:14:38,DELIVERED,WEST
294,69.0,2025-07-31 19:07:56,DELIVERED,WEST
295,269.0,2025-03-28 19:25:51,PLACED,NORTH
296,293.0,2025-09-21 07:14:13,PLACED,WEST
297,371.0,2025-11-23 08:07:43,DELIVERED,WEST
298,312.0,2025-04-20 03:30:46,RETURNED,EAST
299,475.0,2026-05-22 21:02:36,RETURNED,WEST
300,253.0,2026-01-27 00:25:10,SHIPPED,EAST
301,,25-08-2024,PLACED,SOUTH
302,410.0,2025-05-12 09:22:07,PLACED,EAST
303,180.0,2026-01-20 14:19:23,PLACED,SOUTH
304,354.0,2025-02-08 13:35:28,DELIVERED,EAST
305,260.0,2024-09-07 06:47:57,PLACED,EAST
306,175.0,2026-01-07 14:43:56,PLACED,SOUTH
307,100.0,2025-09-21 19:03:33,CANCELLED,WEST
308,,2025-09-09 21:27:29,SHIPPED,WEST
309,457.0,2025-08-02 10:33:45,CANCELLED,WEST
310,476.0,2025-09-27 09:38:52,DELIVERED,EAST
311,285.0,2025-09-10 12:59:58,DELIVERED,EAST
312,34.0,2025-04-02 21:07:21,PLACED,EAST
313,193.0,2025-07-17 14:10:35,RETURNED,WEST
314,96.0,2026-05-05 05:56:09,DELIVERED,EAST
315,,2025-10-20 18:16:27,CANCELLED,SOUTH
316,191.0,2026-04-30 01:26:41,SHIPPED,EAST
317,90.0,2024-12-04 13:34:07,SHIPPED,NORTH
318,228.0,2025-09-01 10:09:05,RETURNED,SOUTH
319,98.0,2025-07-03 16:53:35,RETURNED,EAST
320,398.0,2026-03-31 00:09:27,PLACED,SOUTH
321,106.0,2025-09-09 01:40:50,RETURNED,NORTH
322,3.0,07-07-2025,RETURNED,NORTH
323,171.0,27-02-2026,RETURNED,EAST
324,12.0,2025-08-14 00:42:47,SHIPPED,EAST
325,103.0,2026-01-27 08:38:25,DELIVERED,WEST
326,344.0,2026-05-16 09:39:05,DELIVERED,NORTH
327,8.0,2025-11-05 03:23:40,PLACED,SOUTH
328,278.0,2025-05-02 09:17:47,SHIPPED,EAST
329,294.0,2025-11-05 11:30:23,RETURNED,EAST
330,277.0,2025-03-31 16:45:35,CANCELLED,NORTH
331,55.0,2024-09-24 16:58:56,CANCELLED,SOUTH
332,361.0,2026-07-16 22:20:42,CANCELLED,EAST
333,160.0,2026-03-30 17:41:30,RETURNED,NORTH
334,499.0,2024-12-26 03:12:18,RETURNED,SOUTH
335,48.0,2025-12-21 12:27:48,CANCELLED,NORTH
336,234.0,2026-02-19 18:59:15,CANCELLED,WEST
337,119.0,2024-11-30 00:39:52,RETURNED,EAST
338,468.0,2025-03-04 06:11:17,DELIVERED,EAST
339,233.0,2025-06-04 19:00:04,PLACED,EAST
340,246.0,2025-04-01 16:04:34,DELIVERED,SOUTH
341,261.0,2024-10-18 18:01:27,PLACED,EAST
342,285.0,2025-12-03 17:51:58,RETURNED,WEST
343,206.0,2024-09-10 09:59:13,SHIPPED,SOUTH
344,499.0,2026-06-25 11:33:22,SHIPPED,WEST
345,402.0,2024-12-17 22:18:52,DELIVERED,SOUTH
346,89.0,2024-09-01 06:46:53,RETURNED,WEST
347,59.0,2024-10-26 15:20:41,RETURNED,NORTH
348,421.0,2024-12-27 09:50:09,CANCELLED,NORTH
349,307.0,2024-09-01 16:18:28,CANCELLED,EAST
350,254.0,2025-11-21 05:23:13,SHIPPED,SOUTH
351,455.0,2025-05-20 07:13:58,PLACED,SOUTH
352,339.0,2025-08-02 07:21:56,CANCELLED,WEST
353,101.0,2025-11-08 05:39:21,DELIVERED,EAST
354,471.0,2025-10-14 15:22:38,DELIVERED,NORTH
355,,2024-09-14 07:03:02,CANCELLED,SOUTH
356,437.0,2025-01-17 16:06:39,RETURNED,NORTH
357,1.0,2026-01-15 19:25:20,DELIVERED,NORTH
358,441.0,18-08-2024,CANCELLED,WEST
359,321.0,2026-06-13 05:39:07,CANCELLED,WEST
360,280.0,2025-12-01 10:47:16,SHIPPED,SOUTH
361,285.0,2026-06-18 14:50:00,CANCELLED,SOUTH
362,148.0,2026-04-09 06:05:30,SHIPPED,NORTH
363,37.0,2025-07-17 08:17:35,CANCELLED,WEST
364,500.0,2025-11-19 03:41:10,CANCELLED,WEST
365,458.0,2025-04-30 02:05:14,CANCELLED,SOUTH
366,233.0,2026-02-03 12:47:40,CANCELLED,WEST
367,182.0,2026-05-21 21:06:25,PLACED,WEST
368,434.0,2026-04-01 21:52:45,DELIVERED,WEST
369,475.0,2026-03-12 14:54:26,PLACED,WEST
370,361.0,2024-09-21 00:35:34,PLACED,SOUTH
371,374.0,2025-11-03 02:17:02,DELIVERED,WEST
372,265.0,2025-08-30 21:02:39,PLACED,SOUTH
373,242.0,2026-01-27 19:54:21,PLACED,EAST
374,314.0,2026-04-10 23:47:44,PLACED,WEST
375,233.0,2024-10-05 08:49:50,DELIVERED,WEST
376,181.0,2025-01-14 03:33:40,DELIVERED,SOUTH
377,19.0,2025-08-23 21:52:17,DELIVERED,EAST
378,32.0,2024-10-22 09:08:06,RETURNED,NORTH
379,337.0,2025-01-25 04:36:06,RETURNED,NORTH
380,147.0,2025-05-17 21:56:40,PLACED,EAST
381,130.0,2024-12-28 12:10:56,DELIVERED,NORTH
382,380.0,2025-12-02 06:32:55,RETURNED,SOUTH
383,338.0,2025-09-29 19:57:23,DELIVERED,SOUTH
384,249.0,2026-07-02 13:40:43,PLACED,EAST
385,44.0,2025-09-21 08:31:02,SHIPPED,WEST
386,386.0,2025-09-21 03:34:32,SHIPPED,WEST
387,372.0,2026-02-05 10:55:08,DELIVERED,NORTH
388,329.0,2026-02-20 04:37:05,PLACED,SOUTH
389,238.0,2025-10-04 14:32:32,RETURNED,SOUTH
390,195.0,2025-12-15 03:23:05,DELIVERED,SOUTH
391,272.0,04-01-2026,CANCELLED,WEST
392,348.0,2025-06-17 09:46:43,PLACED,NORTH
393,470.0,2024-10-24 11:34:41,CANCELLED,EAST
394,172.0,2026-03-11 07:33:40,DELIVERED,WEST
395,237.0,2025-09-15 04:14:08,RETURNED,SOUTH
396,267.0,2025-08-13 02:32:11,SHIPPED,EAST
397,,02-12-2025,PLACED,NORTH
398,211.0,2025-09-03 10:35:30,CANCELLED,EAST
399,113.0,2025-10-21 15:56:22,PLACED,NORTH
400,318.0,2026-06-22 08:31:44,SHIPPED,NORTH
401,363.0,2026-05-30 16:26:17,RETURNED,SOUTH
402,193.0,2025-09-15 06:16:01,RETURNED,SOUTH
403,459.0,2026-08-07 14:48:22,DELIVERED,WEST
404,339.0,2026-04-18 14:04:48,DELIVERED,WEST
405,355.0,2025-06-06 15:30:34,DELIVERED,EAST
406,83.0,2025-11-15 00:10:44,PLACED,WEST
407,199.0,2026-04-04 22:15:26,DELIVERED,SOUTH
408,226.0,2025-04-02 17:05:28,SHIPPED,WEST
409,92.0,2025-02-01 06:44:14,RETURNED,WEST
410,112.0,2025-09-12 00:09:44,CANCELLED,EAST
411,,2025-05-10 09:55:50,DELIVERED,WEST
412,10.0,2025-09-15 09:01:33,PLACED,NORTH
413,341.0,2026-02-04 08:05:42,DELIVERED,WEST
414,,2025-04-29 10:00:07,CANCELLED,WEST
415,224.0,2025-07-05 21:49:32,PLACED,SOUTH
416,2.0,2026-07-11 13:41:10,CANCELLED,NORTH
417,291.0,2024-08-09 13:56:04,DELIVERED,EAST
418,206.0,2024-09-03 18:11:54,PLACED,EAST
419,274.0,2025-03-05 05:54:35,CANCELLED,EAST
420,332.0,2024-08-21 08:18:42,CANCELLED,SOUTH
421,154.0,2024-11-16 02:45:46,DELIVERED,WEST
422,44.0,2026-05-21 19:14:52,SHIPPED,SOUTH
423,19.0,2024-08-14 05:39:59,RETURNED,SOUTH
424,251.0,2026-07-29 12:26:07,DELIVERED,WEST
425,274.0,2025-01-13 08:40:31,PLACED,NORTH
426,174.0,2025-03-27 11:15:45,PLACED,WEST
427,61.0,2026-02-24 00:28:37,RETURNED,WEST
428,482.0,2026-06-29 12:49:39,SHIPPED,SOUTH
429,474.0,2026-04-02 03:19:50,CANCELLED,NORTH
430,242.0,2026-06-11 19:56:12,SHIPPED,SOUTH
431,8.0,17-08-2025,DELIVERED,NORTH
432,234.0,2025-09-30 07:11:09,PLACED,NORTH
433,59.0,2025-09-30 23:43:45,SHIPPED,NORTH
434,412.0,2024-10-17 07:30:05,CANCELLED,EAST
435,62.0,2025-07-11 17:29:14,SHIPPED,EAST
436,429.0,2024-12-01 11:17:59,PLACED,SOUTH
437,172.0,2025-02-19 00:09:02,CANCELLED,SOUTH
438,357.0,2026-05-21 06:59:22,SHIPPED,NORTH
439,69.0,2025-02-07 22:52:34,RETURNED,WEST
440,399.0,2025-02-12 14:50:56,PLACED,NORTH
441,4.0,2025-03-16 19:15:47,RETURNED,EAST
442,214.0,2025-09-30 04:00:43,CANCELLED,SOUTH
443,106.0,2025-09-29 03:04:41,CANCELLED,WEST
444,123.0,2025-01-15 06:30:39,PLACED,SOUTH
445,368.0,2024-10-04 19:57:56,DELIVERED,EAST
446,,2025-04-03 14:51:00,PLACED,NORTH
447,317.0,2025-07-27 22:02:41,RETURNED,SOUTH
448,238.0,2025-08-01 02:43:56,DELIVERED,NORTH
449,100.0,2026-05-28 03:45:50,CANCELLED,WEST
450,91.0,2026-01-04 20:29:48,PLACED,EAST
451,146.0,2026-03-31 01:51:11,RETURNED,WEST
452,23.0,2024-10-18 02:22:54,RETURNED,SOUTH
453,81.0,2025-11-21 14:12:17,PLACED,NORTH
454,459.0,2024-09-05 17:41:09,RETURNED,EAST
455,215.0,2026-03-22 21:57:15,DELIVERED,SOUTH
456,399.0,2025-05-15 03:35:17,SHIPPED,WEST
457,446.0,2026-03-02 07:13:40,PLACED,WEST
458,300.0,2026-06-13 20:18:48,SHIPPED,SOUTH
459,476.0,2025-04-10 16:51:49,DELIVERED,SOUTH
460,235.0,2026-05-14 02:36:17,DELIVERED,SOUTH
461,172.0,2025-06-22 16:31:16,PLACED,EAST
462,70.0,2026-06-19 23:07:58,CANCELLED,SOUTH
463,390.0,2024-11-05 11:45:49,RETURNED,SOUTH
464,405.0,2026-02-23 04:36:49,SHIPPED,SOUTH
465,45.0,2026-02-06 14:26:54,SHIPPED,WEST
466,429.0,21-04-2026,CANCELLED,SOUTH
467,127.0,2026-06-18 19:12:23,RETURNED,SOUTH
468,468.0,15-11-2025,PLACED,NORTH
469,241.0,2025-11-14 05:49:12,CANCELLED,WEST
470,246.0,2024-09-17 23:27:00,PLACED,WEST
